rank,factor,total_refs,as_cause,as_effect,transcripts
6026,spare parts inventory,1,1,0,1
6027,spare parts local availability,1,1,0,1
6028,spare parts purchasing,1,0,1,1
6029,spare parts purchasing autonomy,1,0,1,1
6030,spare parts quality,1,1,0,1
6031,spare parts reserve purchase,1,0,1,1
6032,spare parts reserves,1,1,0,1
6033,spare parts reserves at woreda level,1,1,0,1
6034,spare parts stock,1,1,0,1
6035,spare parts storage facilities,1,1,0,1
6036,spare parts supply for water facilities,1,0,1,1
6037,spare parts transportation cost,1,1,0,1
6038,sparse population distribution,1,1,0,1
6039,sparse settlement,1,1,0,1
6040,specialized imported technology,1,1,0,1
6041,spring conservation,1,1,0,1
6042,spring development,1,1,0,1
6043,spring water availability,1,0,1,1
6044,spring water purification methods,1,1,0,1
6045,stable community life,1,0,1,1
6046,staff capacity,1,0,1,1
6047,staff capacity building,1,1,0,1
6048,staff hiring capacity,1,0,1,1
6049,staff integrity,1,1,0,1
6050,staff learning,1,0,1,1
6051,staff morale,1,0,1,1
6052,staff motivation,1,0,1,1
6053,staff professionalism and qualifications,1,1,0,1
6054,staff promotion,1,1,0,1
6055,staff qualification and experience,1,1,0,1
6056,staff remuneration,1,1,0,1
6057,staff salary payment,1,1,0,1
6058,staff technical capability,1,0,1,1
6059,staff training,1,1,0,1
6060,staff transport,1,1,0,1
6061,staff turnover impact on service provision,1,0,1,1
6062,staffing at village level,1,0,1,1
6063,staffing capacity,1,0,1,1
6064,stakeholder activity on sanitation,1,1,0,1
6065,stakeholder and community collaboration,1,1,0,1
6066,stakeholder assistance for WaSHCo,1,1,0,1
6067,stakeholder awareness creation,1,1,0,1
6068,stakeholder awareness of sewage system,1,1,0,1
6069,stakeholder awareness on resource use,1,1,0,1
6070,stakeholder capacity training,1,1,0,1
6071,stakeholder commitment to community involvement,1,1,0,1
6072,stakeholder contribution to problem solving,1,0,1,1
6073,stakeholder contribution to projects,1,0,1,1
6074,stakeholder cooperation for capacity building,1,1,0,1
6075,stakeholder coordination effectiveness,1,0,1,1
6076,stakeholder coordination gaps,1,1,0,1
6077,stakeholder discussion,1,1,0,1
6078,stakeholder discussion of work plans,1,1,0,1
6079,stakeholder effectiveness,1,0,1,1
6080,stakeholder effectiveness in bringing change,1,0,1,1
6081,stakeholder engagement,1,1,0,1
6082,stakeholder follow-up after handover,1,1,0,1
6083,stakeholder geographic bias,1,1,0,1
6084,stakeholder identification for collaboration,1,0,1,1
6085,stakeholder information on water scheme status,1,0,1,1
6086,stakeholder information sharing platform,1,1,0,1
6087,stakeholder involvement in community awareness creation,1,1,0,1
6088,stakeholder material and training support,1,1,0,1
6089,stakeholder meeting accountability,1,1,0,1
6090,stakeholder meeting participation,1,0,1,1
6091,stakeholder mobilization,1,1,0,1
6092,stakeholder ownership and responsibility,1,1,0,1
6093,stakeholder participation in water sector,1,0,1,1
6094,stakeholder plan alignment,1,0,1,1
6095,stakeholder resource aggregation,1,1,0,1
6096,stakeholder responsibility awareness,1,1,0,1
6097,stakeholder responsibility for maintenance,1,1,0,1
6098,stakeholder responsibility for water service,1,0,1,1
6099,stakeholder sensitization and education,1,1,0,1
6100,stakeholder site assessment,1,1,0,1
6101,stakeholder support for water service,1,0,1,1
6102,stakeholder transparency,1,1,0,1
6103,stakeholder willingness to coordinate,1,1,0,1
6104,stalled project resolution,1,0,1,1
6105,standard dumping site,1,0,1,1
6106,standard waste disposal infrastructure,1,1,0,1
6107,standardization of designs,1,0,1,1
6108,standardized landfill structure,1,1,0,1
6109,standardized project handover framework,1,1,0,1
6110,standby Woreda technicians,1,1,0,1
6111,standby boreholes,1,1,0,1
6112,standby diesel generator,1,1,0,1
6113,standby generators,1,1,0,1
6114,standby pump availability,1,0,1,1
6115,state-federal government collaboration,1,1,0,1
6116,steering committee,1,1,0,1
6117,strategic dialogue forums at national and regional level,1,1,0,1
6118,strategic equipment reserves,1,1,0,1
6119,strategic investment in water resources,1,1,0,1
6120,strategic plan for water schemes,1,1,0,1
6121,strategic plan for water supply,1,1,0,1
6122,strategic planning,1,1,0,1
6123,strategic planning capacity,1,0,1,1
6124,strategic sanitation planning,1,0,1,1
6125,stream committee influence,1,0,1,1
6126,stream committee led by water bureau,1,1,0,1
6127,stream committee political support,1,1,0,1
6128,stream development projects,1,0,1,1
6129,stream water protection and disinfection,1,1,0,1
6130,streamlining of WASH organizations,1,1,0,1
6131,street dwellers,1,1,0,1
6132,street liquid waste contamination,1,0,1,1
6133,street waste,1,0,1,1
6134,street waste accumulation,1,0,1,1
6135,strengthened coordination,1,1,0,1
6136,strengthening existing latrines,1,1,0,1
6137,strict committee management,1,1,0,1
6138,strict supervision,1,1,0,1
6139,strong WASHCOs,1,1,0,1
6140,strong WASHCos,1,1,0,1
6141,strong committee,1,1,0,1
6142,strong committee at project onset,1,1,0,1
6143,strong coordinating institution,1,1,0,1
6144,strong coordination,1,1,0,1
6145,strong inter-actor coordination,1,1,0,1
6146,strong management,1,1,0,1
6147,strong sanitation institutions,1,1,0,1
6148,strong water committee,1,1,0,1
6149,structured reporting framework,1,1,0,1
6150,structured revenue utilization,1,1,0,1
6151,student attachment opportunities,1,0,1,1
6152,student dropout,1,0,1,1
6153,student performance funds,1,1,0,1
6154,student sanitation awareness,1,0,1,1
6155,sub-committees,1,1,0,1
6156,sub-county financial resources,1,1,0,1
6157,sub-county office funding,1,1,0,1
6158,sub-county office operations,1,0,1,1
6159,sub-county officer capacity,1,1,0,1
6160,sub-county staffing levels,1,1,0,1
6161,sub-county water office information,1,1,0,1
6162,sub-county water officer authority,1,0,1,1
6163,sub-county water officer enforcement,1,1,0,1
6164,sub-county water officer oversight,1,1,0,1
6165,sub-county water officer performance,1,0,1,1
6166,sub-county water officer responsiveness,1,1,0,1
6167,sub-surface and earth dams,1,1,0,1
6168,substandard local materials,1,1,0,1
6169,successful project replication,1,0,1,1
6170,succession planning,1,1,0,1
6171,sufficient budget,1,1,0,1
6172,sufficient research on water sources and production,1,1,0,1
6173,sufficient water resource,1,1,0,1
6174,suitability for consumption,1,0,1,1
6175,supervision and monitoring by stakeholders,1,1,0,1
6176,supervision by higher officials,1,1,0,1
6177,supervision of drilling,1,0,1,1
6178,supervision of scheme operation,1,1,0,1
6179,support for local caretakers,1,0,1,1
6180,support from regional water bureau and WASH stakeholders,1,1,0,1
6181,surface water harvesting capacity,1,0,1,1
6182,surface water harvesting sustainability,1,0,1,1
6183,surface water management guidelines,1,0,1,1
6184,surface water source availability,1,0,1,1
6185,surface water source functionality,1,0,1,1
6186,surface water treatment plant,1,1,0,1
6187,surrounding environmental pollution,1,0,1,1
6188,sustainability funding,1,0,1,1
6189,sustainability internalization,1,1,0,1
6190,sustainability of implemented solutions,1,0,1,1
6191,sustainability of latrine service,1,0,1,1
6192,sustainability of sanitation campaigns,1,0,1,1
6193,sustainable WASH development,1,0,1,1
6194,sustainable WASH services,1,0,1,1
6195,sustainable WASH solutions,1,0,1,1
6196,sustainable change,1,0,1,1
6197,sustainable change in water sector,1,0,1,1
6198,sustainable communal latrine service,1,0,1,1
6199,sustainable power outage resolution,1,0,1,1
6200,sustainable sanitation and water service,1,0,1,1
6201,sustainable sanitation behavior,1,0,1,1
6202,sustainable sanitation implementation,1,0,1,1
6203,sustainable sanitation service delivery,1,0,1,1
6204,sustainable solutions,1,0,1,1
6205,sustainable use of common water resources,1,0,1,1
6206,sustainable waste handling system,1,0,1,1
6207,sustainable water availability,1,0,1,1
6208,sustainable water problem alleviation,1,0,1,1
6209,sustainable water project service,1,0,1,1
6210,sustainable water service in expansion areas,1,0,1,1
6211,sustainable water services,1,0,1,1
6212,sustainable water solutions,1,0,1,1
6213,sustainable water supply solution,1,0,1,1
6214,sustainable water system,1,0,1,1
6215,sustained behavior change,1,0,1,1
6216,sustained compliance,1,0,1,1
6217,sustained inter-sector coordination,1,0,1,1
6218,system breakdown,1,0,1,1
6219,system operations and maintenance,1,0,1,1
6220,system overload,1,1,0,1
6221,system simplification,1,1,0,1
6222,systematic coordination,1,1,0,1
6223,systematic monitoring structure,1,1,0,1
6224,systematic reporting capacity,1,0,1,1
6225,systems maintenance,1,1,0,1
6226,tailor-made short courses,1,1,0,1
6227,tanker supply,1,1,0,1
6228,tap water contamination,1,0,1,1
6229,targeted NGO interventions,1,0,1,1
6230,targeted intervention planning,1,0,1,1
6231,tariff adequacy,1,1,0,1
6232,tariff adjustment,1,1,0,1
6233,tariff collection,1,1,0,1
6234,tariff increases,1,1,0,1
6235,tariff level,1,1,0,1
6236,tariff levels,1,1,0,1
6237,tariff setting,1,0,1,1
6238,task coordination,1,0,1,1
6239,task force monthly coordination,1,1,0,1
6240,task implementation effectiveness,1,0,1,1
6241,task sharing between stakeholders,1,1,0,1
6242,technical advice to committee,1,0,1,1
6243,technical and financial support from regional water bureau,1,1,0,1
6244,technical and legal consultant involvement in town design,1,1,0,1
6245,technical and material support from stakeholders,1,1,0,1
6246,technical and political leader alignment,1,1,0,1
6247,technical capacity of committees,1,1,0,1
6248,technical capacity of water management committees,1,1,0,1
6249,technical capacity of water management teams,1,1,0,1
6250,technical capacity problems,1,0,1,1
6251,technical committee with expert majority,1,1,0,1
6252,technical defects,1,1,0,1
6253,technical diagnostic skills,1,1,0,1
6254,technical expert availability,1,1,0,1
6255,technical expert participation in town planning,1,1,0,1
6256,technical expert staffing,1,1,0,1
6257,technical expert training programs,1,1,0,1
6258,technical expertise,1,1,0,1
6259,technical experts at woreda level,1,1,0,1
6260,technical issue understanding,1,0,1,1
6261,technical know-how,1,1,0,1
6262,technical knowledge,1,1,0,1
6263,technical knowledge and advisory support,1,0,1,1
6264,technical knowledge gap,1,1,0,1
6265,technical knowledge provision,1,1,0,1
6266,technical maintenance,1,1,0,1
6267,technical service to rural schemes,1,0,1,1
6268,technical skill,1,1,0,1
6269,technical skill training for WASHCos,1,1,0,1
6270,technical skills,1,1,0,1
6271,technical skills capacity,1,0,1,1
6272,technical skills development,1,0,1,1
6273,technical skills for equipment management,1,1,0,1
6274,technical skills training for community,1,1,0,1
6275,technical support at community level,1,0,1,1
6276,technical support for water schemes,1,0,1,1
6277,technical support from zonal offices and NGOs,1,1,0,1
6278,technical support to committees,1,0,1,1
6279,technical teams for gap analysis,1,1,0,1
6280,technical training for community,1,1,0,1
6281,technical training for community representatives,1,1,0,1
6282,technical workforce quality,1,0,1,1
6283,technician deployment,1,0,1,1
6284,technician field experience,1,1,0,1
6285,technician performance,1,0,1,1
6286,technician placement at regional bureau,1,1,0,1
6287,technician responsibility,1,1,0,1
6288,technician shortage,1,1,0,1
6289,technician travel costs,1,0,1,1
6290,technician travel distance,1,1,0,1
6291,technology and practice adoption,1,0,1,1
6292,technology appropriateness,1,1,0,1
6293,technology assessment prior to adoption,1,1,0,1
6294,technology guidance,1,1,0,1
6295,technology maintenance,1,0,1,1
6296,technology running cost,1,1,0,1
6297,technology selection,1,0,1,1
6298,technology selection accuracy,1,0,1,1
6299,technology selection appropriateness,1,0,1,1
6300,technology sustainability,1,0,1,1
6301,technology upgrade,1,0,1,1
6302,temporary land agreements,1,1,0,1
6303,temporary septic tanks,1,1,0,1
6304,temporary solid waste dumping site,1,0,1,1
6305,temporary solution,1,0,1,1
6306,temporary waste disposal site,1,1,0,1
6307,third party land ownership,1,1,0,1
6308,time and cost efficiency,1,0,1,1
6309,time and resource savings,1,0,1,1
6310,time for income-generating activities,1,0,1,1
6311,time saved from water fetching,1,1,0,1
6312,time to collect water,1,0,1,1
6313,timeliness of expenditure reporting,1,0,1,1
6314,timely bill settlement,1,0,1,1
6315,timely borehole commissioning after construction,1,1,0,1
6316,timely borehole maintenance,1,0,1,1
6317,timely borehole repair,1,0,1,1
6318,timely budget release,1,0,1,1
6319,timely facility repair,1,1,0,1
6320,timely government intervention,1,0,1,1
6321,timely infrastructure repair,1,0,1,1
6322,timely issue resolution,1,0,1,1
6323,timely latrine emptying,1,0,1,1
6324,timely machinery repair,1,1,0,1
6325,timely maintenance and repair,1,0,1,1
6326,timely maintenance and replacement of pipes and tankers,1,1,0,1
6327,timely materials and spare parts supply,1,1,0,1
6328,timely monitoring of changes,1,0,1,1
6329,timely pipeline repair,1,1,0,1
6330,timely problem resolution,1,0,1,1
6331,timely problem solving,1,0,1,1
6332,timely release of subsequent tranche of funds,1,0,1,1
6333,timely repair of water facilities,1,0,1,1
6334,timely repair of water infrastructure,1,0,1,1
6335,timely repair of water schemes,1,0,1,1
6336,timely repairs,1,0,1,1
6337,timely reporting,1,0,1,1
6338,timely reporting of activities and trainings,1,1,0,1
6339,timely resolution of water problems,1,0,1,1
6340,timely servicing schedule (job card system),1,1,0,1
6341,timely supply of maintenance materials,1,1,0,1
6342,timely supply of materials,1,1,0,1
6343,timely system failure response,1,0,1,1
6344,timely task completion,1,0,1,1
6345,timely training of water committees,1,0,1,1
6346,timely waste collection,1,1,0,1
6347,timely water scheme repair,1,0,1,1
6348,toilet availability,1,0,1,1
6349,toilet construction and use,1,0,1,1
6350,toilet maintenance and cleanliness,1,0,1,1
6351,toilet sanitation,1,0,1,1
6352,toilet use,1,1,0,1
6353,toilet use and handwashing practices,1,0,1,1
6354,toilet use and maintenance,1,0,1,1
6355,toilet use culture,1,1,0,1
6356,toilet waste contamination of water drainage,1,0,1,1
6357,toll-free communication channel,1,1,0,1
6358,topography and desert climate,1,1,0,1
6359,topography and natural barriers,1,1,0,1
6360,tourism,1,0,1,1
6361,tourism and recreation opportunities,1,0,1,1
6362,tourism attraction,1,0,1,1
6363,tourism attractiveness,1,0,1,1
6364,town administration and donor collaboration,1,1,0,1
6365,town administration and health office engagement,1,1,0,1
6366,town administration budget authority,1,1,0,1
6367,town administration commitment,1,1,0,1
6368,town administration fundraising,1,1,0,1
6369,town administration prioritization of dumping site,1,1,0,1
6370,town administration-stakeholder collaboration,1,1,0,1
6371,town administration–municipality–water utility coordination,1,1,0,1
6372,town administration–water utility coordination,1,1,0,1
6373,town aesthetic value and tourism,1,1,0,1
6374,town aesthetics,1,0,1,1
6375,town biodiversity and aesthetic quality,1,0,1,1
6376,town capacity for waste management,1,1,0,1
6377,town development revenue,1,0,1,1
6378,town environment and image,1,0,1,1
6379,town growth and development,1,0,1,1
6380,town model status,1,0,1,1
6381,town municipality cooperation,1,1,0,1
6382,town population growth,1,0,1,1
6383,town sanitation,1,0,1,1
6384,town sanitation and beautification,1,0,1,1
6385,town sanitation status,1,0,1,1
6386,town size,1,1,0,1
6387,town water provision,1,0,1,1
6388,town water service capacity,1,0,1,1
6389,town water service improvement,1,1,0,1
6390,town water services,1,0,1,1
6391,town water utility technical and financial assistance,1,0,1,1
6392,trachoma prevalence,1,0,1,1
6393,tracking of water operations,1,0,1,1
6394,trade and service sector tax compliance,1,1,0,1
6395,trader accountability for waste,1,1,0,1
6396,traditional data management system,1,1,0,1
6397,traditional sanitation practices,1,0,1,1
6398,traditional waste disposal customs,1,1,0,1
6399,traditional waste disposal method,1,1,0,1
6400,trained artisan availability,1,0,1,1
6401,trained maintenance experts,1,1,0,1
6402,trained management and repair capacity,1,0,1,1
6403,trained monitors and supervisors,1,1,0,1
6404,trained project manager,1,1,0,1
6405,trained sub-county staff,1,1,0,1
6406,trained technical human power,1,1,0,1
6407,trained water committee members,1,0,1,1
6408,trainee knowledge application,1,0,1,1
6409,trainee selection quality,1,0,1,1
6410,training (short and long courses),1,1,0,1
6411,training all group members,1,1,0,1
6412,training and capacity building before infrastructure,1,1,0,1
6413,training budget,1,1,0,1
6414,training budget availability,1,0,1,1
6415,training by woreda water office,1,1,0,1
6416,training coverage,1,0,1,1
6417,training curriculum relevance,1,0,1,1
6418,training effectiveness,1,0,1,1
6419,training focus on women,1,1,0,1
6420,training for county employees and sector players,1,1,0,1
6421,training for hotel/restaurant owners,1,1,0,1
6422,training for sanitation workers,1,0,1,1
6423,training for solid waste collection enterprises,1,1,0,1
6424,training health extension workers,1,1,0,1
6425,training manual development,1,0,1,1
6426,training of project operators,1,1,0,1
6427,training of skilled manpower,1,1,0,1
6428,training of trainers programs,1,1,0,1
6429,training of water source operators,1,1,0,1
6430,training on community ownership,1,1,0,1
6431,training on leadership and financial management,1,1,0,1
6432,training on operation and maintenance,1,1,0,1
6433,training on proper use and management of facilities,1,1,0,1
6434,training on small scheme maintenance,1,1,0,1
6435,training on water rules and regulations,1,1,0,1
6436,training programs for plant mechanics,1,1,0,1
6437,training provision,1,1,0,1
6438,training retention in community,1,0,1,1
6439,transformer repair speed,1,0,1,1
6440,transition of government officials,1,1,0,1
6441,transparency about project investment,1,1,0,1
6442,transparency among stakeholders,1,0,1,1
6443,transparency among water user committee members,1,1,0,1
6444,transparency and accountability,1,1,0,1
6445,transparency and accountability in WASH,1,0,1,1
6446,transparency and accountability in committees,1,1,0,1
6447,transparency and two-way communication,1,1,0,1
6448,transparent communication about problems,1,1,0,1
6449,transparent community discussion,1,1,0,1
6450,transparent shift scheduling,1,1,0,1
6451,transport and fuel costs,1,0,1,1
6452,transport facilities,1,1,0,1
6453,transport for water officers,1,1,0,1
6454,transport infrastructure,1,1,0,1
6455,transport of raw materials for water scheme construction,1,0,1,1
6456,transportation facilities,1,1,0,1
6457,transportation vehicles,1,1,0,1
6458,transportation/vehicle availability,1,1,0,1
6459,trash collection tools and garbage truck,1,1,0,1
6460,trash collection tools and garbage truck procurement,1,0,1,1
6461,travel burden on women,1,0,1,1
6462,travel distance to fetch water,1,0,1,1
6463,travel long distance to fetch water,1,1,0,1
6464,treated sewage,1,1,0,1
6465,treatment expenses,1,0,1,1
6466,treatment plant compliance,1,0,1,1
6467,treatment plant effectiveness,1,0,1,1
6468,treatment plant site research,1,1,0,1
6469,treatment plant site suitability,1,0,1,1
6470,tree survival,1,0,1,1
6471,tropical climate,1,1,0,1
6472,trust deed development,1,0,1,1
6473,umbrella water management body,1,1,0,1
6474,uncontrolled waste disposal,1,1,0,1
6475,uncoordinated partner projects,1,1,0,1
6476,underground water contamination,1,0,1,1
6477,underground water depletion,1,0,1,1
6478,underground water salinity,1,1,0,1
6479,underground water scarcity,1,1,0,1
6480,underground water schemes,1,1,0,1
6481,understanding of community roles and responsibilities,1,0,1,1
6482,understanding of community water project needs,1,0,1,1
6483,understanding of project importance,1,0,1,1
6484,understanding of project need and purpose,1,0,1,1
6485,understanding of sanitation conditions,1,0,1,1
6486,understanding of waste impact on clean water,1,0,1,1
6487,understanding of waste impact on community health,1,0,1,1
6488,understanding of water revenue purpose,1,1,0,1
6489,uneven program coverage,1,1,0,1
6490,unforeseen faults at facilities,1,0,1,1
6491,unilateral tariff setting,1,0,1,1
6492,universal water access,1,0,1,1
6493,university and factory self-sufficient water supply,1,1,0,1
6494,university demand on town water supply,1,0,1,1
6495,university establishment,1,1,0,1
6496,university own water source,1,1,0,1
6497,university research contribution,1,1,0,1
6498,university research on factory pollution,1,1,0,1
6499,university training of experts,1,1,0,1
6500,university underground water scheme,1,1,0,1
6501,university waste recycling and filtration,1,1,0,1
6502,unmet water and sanitation service demand,1,0,1,1
6503,unregulated spare parts market,1,1,0,1
6504,unregulated waste porters,1,1,0,1
6505,unresolved minor technical problems,1,1,0,1
6506,unsafe river water use,1,1,0,1
6507,unsettled payment to electric utility,1,1,0,1
6508,untreated industrial waste release,1,0,1,1
6509,untreated liquid waste discharge,1,1,0,1
6510,untreated wastewater,1,1,0,1
6511,untreated water use,1,1,0,1
6512,updated health extension package,1,1,0,1
6513,updated technical knowledge and skills,1,0,1,1
6514,upstream farming,1,1,0,1
6515,uptake of potable water services,1,0,1,1
6516,urban WASH stakeholder coordination,1,1,0,1
6517,urban agriculture productivity,1,0,1,1
6518,urban cleanliness,1,0,1,1
6519,urban expansion,1,1,0,1
6520,urban greening,1,0,1,1
6521,urban infrastructure investment,1,1,0,1
6522,urban sanitation and hygiene,1,0,1,1
6523,urban water and sanitation outcomes,1,0,1,1
6524,urban-appropriate leadership,1,1,0,1
6525,urbanization and population growth,1,1,0,1
6526,usability of dumping site,1,0,1,1
6527,use of alternative water sources,1,1,0,1
6528,use of bank accounts,1,1,0,1
6529,use of community/public land for water projects,1,1,0,1
6530,use of contaminated water sources,1,0,1,1
6531,use of farmers' land as dumping site,1,0,1,1
6532,use of gensets and grid power,1,1,0,1
6533,use of hand washing facilities,1,0,1,1
6534,use of indigenous knowledge,1,0,1,1
6535,use of polluted water sources,1,0,1,1
6536,use of quality equipment,1,0,1,1
6537,use of river and spring water,1,1,0,1
6538,use of secondary consultants,1,1,0,1
6539,use of surface water,1,0,1,1
6540,use of surface water (river/flood),1,1,0,1
6541,use of unsafe water sources,1,0,1,1
6542,use of water treatment chemicals,1,0,1,1
6543,user committee accountability at handover,1,1,0,1
6544,user committee financial transparency,1,1,0,1
6545,user fee payment,1,1,0,1
6546,user fees for public toilets,1,1,0,1
6547,user financial capacity,1,1,0,1
6548,user payments alone,1,1,0,1
6549,user-county linkages,1,1,0,1
6550,using existing occasions for awareness creation,1,1,0,1
6551,utility borehole management,1,0,1,1
6552,utility fee accuracy,1,0,1,1
6553,utility payment settlement,1,0,1,1
6554,utilization of shelved water study data,1,1,0,1
6555,vacuum truck access,1,0,1,1
6556,vacuum truck expense coverage,1,0,1,1
6557,vacuum truck procurement financing,1,0,1,1
6558,vacuum truck service affordability,1,1,0,1
6559,vacuum truck service cost,1,1,0,1
6560,vacuum truck service delivery,1,0,1,1
6561,vacuum truck wait time,1,1,0,1
6562,vacuum trucks,1,1,0,1
6563,valuation of water,1,0,1,1
6564,value of new water scheme construction,1,0,1,1
6565,vehicle availability,1,1,0,1
6566,vehicle oil and waste from driving training center,1,1,0,1
6567,vehicle provision,1,1,0,1
6568,vehicle provision to water office,1,1,0,1
6569,vested interest in scheme operation,1,1,0,1
6570,village administrator as signatory,1,1,0,1
6571,village administrator involvement,1,1,0,1
6572,village administrator involvement in new projects,1,1,0,1
6573,village administrator participation in committee meetings,1,1,0,1
6574,village clustering,1,1,0,1
6575,village-level organization,1,1,0,1
6576,village-level waste containers,1,1,0,1
6577,violation penalty level,1,1,0,1
6578,violations of environmental and sanitation regulations,1,0,1,1
6579,violence at water sources,1,0,1,1
6580,visibility of actor interventions,1,1,0,1
6581,visibility of scheme status,1,0,1,1
6582,visionary leadership,1,1,0,1
6583,visual appearance of water (looks clean),1,1,0,1
6584,vocational training for professionals,1,1,0,1
6585,volume of liquid and solid waste,1,0,1,1
6586,volume-based waste disposal fees,1,1,0,1
6587,voluntary basis of committee service,1,1,0,1
6588,voluntary management structure,1,1,0,1
6589,vulnerability to climatic shocks,1,0,1,1
6590,waiting time at water facilities,1,0,1,1
6591,walking distance to water sources,1,0,1,1
6592,walking distances for water,1,0,1,1
6593,waste assimilation capacity,1,1,0,1
6594,waste box overflow,1,0,1,1
6595,waste burning,1,1,0,1
6596,waste classification,1,1,0,1
6597,waste collecting containers,1,1,0,1
6598,waste collecting containers on streets,1,1,0,1
6599,waste collection and disposal service,1,0,1,1
6600,waste collection and management activities,1,1,0,1
6601,waste collection and separation jobs,1,1,0,1
6602,waste collection and sorting,1,0,1,1
6603,waste collection and transportation mechanism,1,1,0,1
6604,waste collection bags,1,1,0,1
6605,waste collection bins availability,1,1,0,1
6606,waste collection coverage,1,0,1,1
6607,waste collection from service sectors,1,1,0,1
6608,waste collection service expansion,1,0,1,1
6609,waste collection service financing,1,0,1,1
6610,waste collection service in all areas,1,0,1,1
6611,waste collection vehicles and drivers,1,1,0,1
6612,waste collection without designated disposal sites,1,1,0,1
6613,waste collector awareness,1,1,0,1
6614,waste compost preparation,1,1,0,1
6615,waste contamination,1,0,1,1
6616,waste contamination source identification,1,0,1,1
6617,waste disposal and management activities,1,1,0,1
6618,waste disposal and management practices,1,0,1,1
6619,waste disposal area,1,1,0,1
6620,waste disposal behavior,1,0,1,1
6621,waste disposal cost,1,1,0,1
6622,waste disposal demand,1,0,1,1
6623,waste disposal education,1,1,0,1
6624,waste disposal facilities,1,1,0,1
6625,waste disposal fee collection efficiency,1,0,1,1
6626,waste disposal fees,1,1,0,1
6627,waste disposal implementation,1,0,1,1
6628,waste disposal in residential areas,1,0,1,1
6629,waste disposal infrastructure utilization,1,1,0,1
6630,waste disposal land demand,1,0,1,1
6631,waste disposal laws and enforcement,1,1,0,1
6632,waste disposal management,1,0,1,1
6633,waste disposal on farmers land,1,1,0,1
6634,waste disposal options for community,1,1,0,1
6635,waste disposal place development,1,0,1,1
6636,waste disposal practice improvement,1,0,1,1
6637,waste disposal service continuity,1,0,1,1
6638,waste disposal service provision,1,0,1,1
6639,waste disposal site agreement,1,0,1,1
6640,waste disposal site distance from town,1,1,0,1
6641,waste disposal site establishment,1,0,1,1
6642,waste disposal site functionality,1,0,1,1
6643,waste disposal site location,1,1,0,1
6644,waste disposal site problem,1,1,0,1
6645,waste disposal site project implementation,1,0,1,1
6646,waste disposal site selection study,1,1,0,1
6647,waste disposal solutions,1,1,0,1
6648,waste disposal to water points and rivers,1,0,1,1
6649,waste disposal vehicle fleet,1,1,0,1
6650,waste disposed in environment,1,0,1,1
6651,waste dumping site,1,1,0,1
6652,waste fee consolidation with water bill,1,1,0,1
6653,waste generation,1,0,1,1
6654,waste littering,1,0,1,1
6655,waste management activities,1,0,1,1
6656,waste management demonstration sites,1,1,0,1
6657,waste management execution,1,0,1,1
6658,waste management inputs,1,1,0,1
6659,waste management practice,1,0,1,1
6660,waste management problems,1,0,1,1
6661,waste management regulations for new firms,1,1,0,1
6662,waste management responsibility,1,0,1,1
6663,waste management services,1,1,0,1
6664,waste management sustainability,1,0,1,1
6665,waste management system,1,1,0,1
6666,waste management system development,1,0,1,1
6667,waste material dumping site,1,1,0,1
6668,waste material transportation capacity,1,0,1,1
6669,waste material transportation system,1,1,0,1
6670,waste recycling,1,1,0,1
6671,waste recycling enterprise development,1,0,1,1
6672,waste recycling mechanism,1,1,0,1
6673,waste recycling process,1,1,0,1
6674,waste removal capacity,1,0,1,1
6675,waste reuse practices,1,0,1,1
6676,waste sorting,1,1,0,1
6677,waste sorting and disposal practices,1,0,1,1
6678,waste sorting behavior,1,1,0,1
6679,waste sorting education,1,1,0,1
6680,waste transport cost,1,1,0,1
6681,waste transport service,1,0,1,1
6682,waste transport vehicles,1,1,0,1
6683,waste transport vehicles and containers,1,1,0,1
6684,waste treatment mechanism,1,1,0,1
6685,waste treatment planning,1,0,1,1
6686,waste volumes,1,0,1,1
6687,waste-contaminated play areas,1,1,0,1
6688,waste-to-energy conversion,1,0,1,1
6689,wastewater stagnation,1,1,0,1
6690,wastewater stagnation in ditches,1,1,0,1
6691,water ATM with MPESA paybill,1,1,0,1
6692,water abstraction regulation,1,1,0,1
6693,water access at public toilets,1,1,0,1
6694,water access at water points,1,0,1,1
6695,water access burden,1,0,1,1
6696,water access coverage,1,0,1,1
6697,water access for beneficiaries,1,0,1,1
6698,water access for distant users,1,0,1,1
6699,water access for new villages and industries,1,0,1,1
6700,water access for underserved neighborhoods,1,0,1,1
6701,water access in areas without road infrastructure,1,0,1,1
6702,water access in contaminated groundwater areas,1,0,1,1
6703,water access in high-altitude areas,1,0,1,1
6704,water access in institutions,1,1,0,1
6705,water access in remote areas,1,0,1,1
6706,water access in schools,1,0,1,1
6707,water access post-COVID,1,0,1,1
6708,water access reliability,1,0,1,1
6709,water access techniques,1,1,0,1
6710,water and hygiene pollution,1,0,1,1
6711,water and hygiene quality,1,0,1,1
6712,water and sanitary service cost,1,1,0,1
6713,water and sanitation change,1,0,1,1
6714,water and sanitation problem resolution,1,0,1,1
6715,water and sanitation problem-solving,1,0,1,1
6716,water and sanitation problems,1,0,1,1
6717,water and sanitation program success,1,0,1,1
6718,water and sanitation programs,1,0,1,1
6719,water and sanitation service development,1,0,1,1
6720,water and sanitation service funding,1,0,1,1
6721,water and sanitation service quality,1,0,1,1
